Date / Time,City,State,Shape,Duration,Summary,Posted
4/3/2017 8:00,Philadelphia,PA,Diamond,10 minutes,I was at the corner of Allegheny and Kensington in Philadelphia waiting for the bus. It was approximately 8 am on 4/3/17 It was a love,4/7/2017
4/3/2017 2:28,Wenatchee,WA,Disk,45 minutes,Bright star blinked out and reappeared in new location twice.,4/7/2017
4/3/2017 0:30,Portland,OR,Oval,<1 minute,"Color changing, silent, slow moving oval above Portland's West Hills.",5/6/2017
4/2/2017 22:40,Mesa,AZ,Light,1 minute,Blue dot in sky ascends and descends quickly with a plane flying by a reference.,4/7/2017
4/2/2017 22:00,Middletown,RI,Light,7-8 seconds,Two dim circular lights following one another about 100 feet above the tree line. Moving faster than an airplane.,4/7/2017
4/2/2017 21:53,Rogers County,OK,Light,9 seconds,Orb moving across a telephone easement.,4/7/2017
4/2/2017 21:00,Tillsonburg (Canada),ON,Light,seconds,"Had just gotten in my hottub when I saw movement above me. 2,in tandem, either black or clear (as I only saw the dots of the lights, n",4/7/2017
4/2/2017 19:15,Bridgewater,NJ,Disk,5 minutes,"My son said there was something floating in the sky. We went outside and northeast of our house, there was a cylinder-shaped object flo",4/7/2017
4/2/2017 18:30,Highland,CA,Fireball,>4 minutes,Bright orange ball flew over Southern Calif. no flashing lights a short tail an it flared up every now an then,4/7/2017
4/2/2017 16:55,Victoria (Canada),BC,Circle,30 seconds,I was looking out my living-room watching float planes coming into the harbor for a landing to the north one round black orb around 300,4/7/2017
4/2/2017 15:51,Pioneertown (near),CA,Cigar,unknown,"Unseen, captured in photograph.",4/7/2017
4/2/2017 14:45,San Francisco,CA,Sphere,2 minutes,I was lying on our roof getting some sun today. It's an 8 floor apartment building in downtown SF. Was there about a half hour lying,4/7/2017
4/2/2017 4:17,Columbus,OH,Other,1 hours,Something woke me up. My body felt as if it was new. Something told me to look outside upwards and there it was in a circular shape but,4/7/2017
4/2/2017 3:05,Dunedin,FL,Flash,1 second,My friend and I were sitting on the porch reading the Bible. About nephlims. When all of a sudden a red flash came onto the porch. No s,4/7/2017
4/2/2017 3:00,St. Petersburg,FL,Flash,3 seconds,Two circles with tails staying within inches of each other flashed twice moving in a southeast direction. Was seen in the sky by two pe,4/7/2017
4/2/2017 1:10,St. Petersburg,FL,Sphere,5-7 minutes,"Orange/red spheres in a triangle and then moving over St. Petersburg, FL",4/7/2017
4/2/2017 1:00,Reno,NV,Rectangle,30 seconds,Flying building with about 10 floors of yellow gold lights and red & green lights at the bottom,4/7/2017
4/1/2017 23:30,Frankenmuth,MI,Triangle,2 seconds,Silent triangular object with 5 evenly-sized lights; one at the nose/center and two on each side leading out.,4/7/2017
4/1/2017 22:45,Harwinton,CT,Triangle,2 minutes,Triangle craft with 3 bright lights traveling low and fast,4/7/2017
4/1/2017 22:27,Rosemount,MN,Diamond,1 minute,"1 flying obj. with huge bright light. Next min., it was going a diff. dir. and was showing 2 green lights. ((anonymous report))",4/7/2017
4/1/2017 21:00,Conway,AR,Light,2 minutes,My husband and I were driving and we seen lights coming from something in sky by skips auto but it was down low.((anonymous report)),4/7/2017
4/1/2017 20:30,Snohomish,WA,Light,Seconds,Blue cloud like light with orb in it..,4/7/2017
4/1/2017 20:18,Riverside,CA,Light,10 minutes,Strange orb looking lights floating across night sky in California,4/13/2017
4/1/2017 19:15,Stockport (UK/England),,Sphere,30 minutes,Seven spherical ufo's seen at park. Two were extremely black.,4/13/2017
4/1/2017 18:00,St. Petersburg,FL,Sphere,4-5 minutes,2 metallic spheres floating and constantly rotating stationary for about 5 minutes. Completely silent. Directly above each other.,4/7/2017
4/1/2017 12:40,Gainesville,FL,Sphere,30 seconds,Two metal spheres following an airplane.,6/2/2017
4/1/2017 3:00,Dunedin,FL,Light,3 seconds,I was sitting on my porchwhen me and my friend noticed a light 60 feet in the air above us flashlight and send circular lights that wer,4/7/2017
4/1/2017 1:10,Waukesha,WI,Sphere,2 minutes,Large blue orb extremely bright going east fast no fire trail like usual meteor,4/7/2017
4/1/2017 1:10,Arlington Heights,IL,Light,<2 seconds,Airplane-sized light seen in night sky going abnormally fast before extinguishing.,4/7/2017
